Vineyard,Wine,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
South,1397,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9
West,917,9.4,0.29,0.55,2.2,0.05,17,119,0.9962,3.12,0.69,10.3
North,594,7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2
North,1131,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2
North,1161,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4
West,605,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7
West,901,5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5
East,928,6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11
West,768,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8
East,1302,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4
West,1488,7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4
South,937,6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8
North,434,6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8
East,721,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
South,1501,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4
North,1132,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2
North,1182,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4
East,412,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5
South,1461,7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10
North,945,6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5
West,1471,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8
South,94,7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8
North,1250,7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4
North,550,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4
West,1099,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7
East,1134,6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5
South,313,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4
East,541,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75
South,953,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5
North,1467,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3
South,1580,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3
East,1567,6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2
North,713,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2
East,1132,7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11
South,587,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8
North,1142,5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6
North,953,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7
East,708,6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6
West,947,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8
South,813,6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2
East,190,6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5
East,844,7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5
North,1440,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8
East,260,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10
North,544,5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10
West,932,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6
North,40,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6
North,1224,12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8
North,907,5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10
South,1295,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2
South,70,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8
East,1554,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9
North,182,8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2
North,262,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9
North,1031,8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10
East,941,6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5
North,771,6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8
West,368,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6
East,6,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12
East,360,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10
East,1390,6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8
East,687,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1
South,569,5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12
East,1580,7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10
North,1042,6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1
East,1444,6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4
North,1078,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5
West,562,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4
East,50,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2
West,1038,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1
South,269,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11
East,471,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11
East,1323,6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9
North,152,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12
West,75,6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4
North,877,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3
West,1568,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10
West,983,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4
South,597,8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7
East,344,7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5
East,1174,5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55
East,1002,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4
North,129,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8
South,357,6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11
West,108,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4
East,1348,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8
North,1318,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1
North,1233,7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8
East,645,8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11
South,1536,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4
North,801,6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9
East,504,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7
South,1388,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1
West,141,6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4
North,894,8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10
East,131,9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8
North,1539,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3
North,300,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11
West,364,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8
South,1115,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2
West,149,8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6
South,61,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6
West,1,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5
East,1478,10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8
South,1108,9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4
North,1434,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4
East,1443,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3
South,774,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9
North,479,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45
South,1323,6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8
East,842,10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5
East,1050,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5
West,383,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6
South,471,6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2
West,1157,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
West,1319,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10
East,127,7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11
East,918,5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9
West,68,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12
East,1575,6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4
South,108,6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45
South,884,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9
North,536,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5
North,375,6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5
West,1372,6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8
East,362,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4
South,1371,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11
East,366,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11
South,681,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12
North,1532,7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11
East,1329,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2
East,1508,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11
North,1079,7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3
East,964,6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1
North,230,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5
East,1379,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8
North,1094,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9
North,707,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9
South,1277,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5
North,72,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4
West,532,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4
East,1305,8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1
North,173,9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1
South,365,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7
West,264,8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8
East,347,6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6
West,1350,11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2
West,1126,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2
North,93,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4
North,1353,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9
South,1472,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3
East,1253,7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8
South,807,7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1
East,447,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6
North,1449,7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4
East,862,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10
North,629,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8
South,659,7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1
East,81,6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3
East,191,7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7
West,251,7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3
East,1067,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2
West,564,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4
East,204,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6
West,1552,7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7
West,96,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1
East,1351,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7
South,876,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7
East,410,11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1
South,1112,10.2,0.42,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6
West,279,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3
North,501,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3
South,1344,6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1
East,1491,6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5
West,868,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8
West,535,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8
West,524,7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4
East,1314,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3
West,545,7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2
West,1251,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9
South,1143,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8
East,916,10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5
North,1229,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8
South,933,10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1
East,1477,10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6
North,1322,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4
South,1617,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9
North,297,6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9
North,1338,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3
North,107,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2
East,1346,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8
North,42,6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9
West,942,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13
North,859,7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9
South,249,11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11
North,327,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3
South,460,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5
East,674,7.4,0.29,0.25,3.8,0.044,30,114,0.992,3.11,0.4,11
East,791,7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7
West,85,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7
South,691,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6
West,549,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4
South,502,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5
West,1001,5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4
South,771,6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9
South,120,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1
East,675,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5
South,682,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9
West,170,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3
East,1194,10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4
West,1275,6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5
South,1523,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2
South,494,14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4
East,1070,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7
South,424,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4
West,1347,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3
West,184,6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4
East,1198,11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8
East,1264,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5
South,381,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8
West,343,6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2
South,1383,7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3
South,1529,6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12
East,80,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8
West,435,7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1
East,725,5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8
South,1189,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8
East,594,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8
South,1261,6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5
West,726,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2
West,186,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4
South,183,9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10
North,441,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9
West,929,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7
East,857,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8
South,983,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12
West,187,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9
North,445,6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8
South,1220,6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4
West,1439,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2
East,1386,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4
West,1146,6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3
East,677,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1
North,132,7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1
West,414,7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9
East,303,6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2
North,637,7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5
East,1364,6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4
South,1512,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5
East,583,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5
South,520,7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2
North,522,8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6
East,1454,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5
North,267,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5
West,1005,7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2
West,1205,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9
East,712,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8
East,121,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1
North,508,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9
South,493,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2
East,96,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6
North,35,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3
South,258,6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5
North,765,5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4
South,1147,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8
South,398,9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6
West,1047,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12
West,204,6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6
North,766,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9
West,7,7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4
East,544,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8
East,1215,6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2
West,1448,6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3
West,1177,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9
North,901,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4
East,330,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1
South,866,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1
East,1099,6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3
East,137,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9
West,770,6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8
North,780,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9
West,183,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4
West,1345,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4
East,532,7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1
East,989,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7
North,393,7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10
East,439,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4
North,52,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7
East,258,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6
North,322,6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6
West,531,6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5
West,1120,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35
South,445,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9
South,523,6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6
South,579,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9
South,654,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3
North,1391,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9
West,637,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1
West,301,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9
East,1419,7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2
East,643,6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5
West,982,6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3
South,20,6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11
South,714,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6
South,1458,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6
South,90,6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2
West,591,5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5
North,1081,10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2
North,722,9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5
South,1280,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12
North,917,6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10
West,1094,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5
